user_id,name,city,segment,dietary_preference,veg_days,rfm_recency,rfm_frequency,rfm_monetary,order_count,avg_order_value,favourite_cuisines
U00230,Turvi Sachdev,Hyderabad,Budget,non-veg,[],4,27,317,16,193,"[""Continental"", ""Chinese""]"
U00231,Raghav Vasa,Mumbai,Budget,non-veg,[],2,14,321,37,156,"[""South Indian"", ""Desserts & Bakery""]"
U00232,Wishi Sathe,Kolkata,Health,non-veg,[],13,6,505,12,462,"[""Chinese""]"
U00233,Samar Loke,Chennai,Family,veg,[],7,16,1408,22,634,"[""Continental"", ""Italian"", ""North Indian""]"
U00234,Bhavna Sarma,Hyderabad,Premium,none,[],6,19,1186,16,774,"[""Cafe"", ""Italian"", ""Chinese""]"
U00235,Jairaj Balakrishnan,Delhi,Health,vegan,[],4,8,565,12,433,"[""North Indian""]"
U00236,Nathan Mukhopadhyay,Kolkata,Family,non-veg,[],8,15,831,32,573,"[""Desserts & Bakery"", ""South Indian""]"
U00237,Nikita Chander,Mumbai,Family,veg,[5],6,18,743,21,903,"[""Continental"", ""South Indian"", ""North Indian""]"
U00238,Ishaan Shenoy,Delhi,Occasional,none,[],27,3,465,7,253,"[""Cafe"", ""Desserts & Bakery""]"
U00239,Mitesh Tara,Kolkata,Family,non-veg,[1],8,19,681,28,692,"[""Continental""]"
U00240,Yashodhara Mahajan,Chennai,Family,non-veg,[],5,14,1079,19,920,"[""Biryani"", ""Italian"", ""Desserts & Bakery""]"
U00241,Vasudha Sodhi,Bangalore,Family,non-veg,"[5, 6]",7,17,535,20,601,"[""Mughlai""]"
U00242,Tanmayi Dhillon,Bangalore,Health,non-veg,[],1,8,473,24,552,"[""Biryani"", ""Chinese""]"
U00243,Rayaan Trivedi,Mumbai,Budget,veg,[],9,18,333,32,212,"[""North Indian"", ""Chinese""]"
U00244,Ekaraj Majumdar,Delhi,Premium,non-veg,[3],2,6,932,31,619,"[""North Indian"", ""South Indian"", ""Desserts & Bakery""]"
U00245,Harini Tripathi,Hyderabad,Occasional,non-veg,[],40,3,417,2,258,"[""Biryani"", ""Chinese"", ""South Indian""]"
U00246,Aarnav Mandal,Chennai,Budget,non-veg,"[2, 3, 6]",5,26,215,43,214,"[""Biryani"", ""Continental"", ""North Indian""]"
U00247,Vrishti Dixit,Delhi,Health,veg,[4],9,11,651,14,300,"[""Desserts & Bakery"", ""Cafe""]"
U00248,Veda Pai,Bangalore,Occasional,none,[],22,3,369,7,282,"[""Desserts & Bakery""]"
U00249,Krishna Shah,Bangalore,Occasional,non-veg,"[5, 6]",21,4,423,6,294,"[""Continental""]"
U00250,Ranbir Khare,Bangalore,Budget,veg,[],9,25,184,36,239,"[""North Indian""]"
U00251,Vivaan Roy,Hyderabad,Occasional,non-veg,[],34,2,566,3,268,"[""Cafe""]"
U00252,Eesha Solanki,Delhi,Budget,none,[],1,20,228,17,194,"[""Chinese"", ""Italian"", ""South Indian""]"
U00253,Libni Doshi,Lucknow,Occasional,veg,"[0, 2, 6]",18,3,366,2,416,"[""Chinese"", ""South Indian"", ""Cafe""]"
U00254,Balhaar Date,Chennai,Occasional,non-veg,[],20,1,479,7,384,"[""Biryani""]"
U00255,Harish Sarraf,Mumbai,Occasional,non-veg,[4],13,3,265,1,385,"[""Mughlai""]"
U00256,Tanmayi Aurora,Hyderabad,Budget,non-veg,[],8,27,157,15,217,"[""Street Food"", ""Continental""]"
U00257,Nimrat Dubey,Mumbai,Occasional,non-veg,[5],11,2,357,3,224,"[""Biryani""]"
U00258,Upasna Lanka,Bangalore,Budget,none,[4],5,11,314,47,255,"[""Italian"", ""Mughlai"", ""Cafe""]"
U00259,Mitali Buch,Delhi,Occasional,veg,[],31,4,525,1,269,"[""Desserts & Bakery"", ""Biryani"", ""Mughlai""]"
U00260,Lajita Nadig,Bangalore,Occasional,non-veg,[3],26,1,478,4,344,"[""Cafe"", ""Desserts & Bakery"", ""Street Food""]"
U00261,Balendra Biswas,Chennai,Budget,non-veg,"[2, 3]",6,24,192,31,237,"[""Italian"", ""Street Food""]"
U00262,Bhavna Karan,Bangalore,Premium,non-veg,"[1, 6]",1,10,1115,33,644,"[""Desserts & Bakery""]"
U00263,Radha Chaudhari,Chennai,Budget,veg,"[0, 2]",2,12,225,35,243,"[""Desserts & Bakery"", ""Italian"", ""North Indian""]"
U00264,Sachi Ganesan,Jaipur,Family,non-veg,[],7,17,1183,16,563,"[""Italian""]"
U00265,Ayush Batra,Hyderabad,Occasional,non-veg,"[2, 5]",36,4,210,6,322,"[""Mughlai""]"
U00266,Daksh Memon,Ahmedabad,Health,non-veg,"[0, 2]",1,11,693,21,460,"[""Biryani"", ""Continental"", ""South Indian""]"
U00267,Kavya Sankar,Chennai,Family,non-veg,[],7,16,751,35,630,"[""Biryani"", ""South Indian"", ""Continental""]"
U00268,Yash Wali,Bangalore,Premium,non-veg,[],3,19,1030,31,901,"[""North Indian""]"
U00269,Pranit Garde,Bangalore,Premium,non-veg,[],3,8,723,12,890,"[""Cafe""]"
U00270,Farhan Raja,Hyderabad,Occasional,veg,[3],43,3,324,7,265,"[""South Indian"", ""Continental""]"
U00271,Widisha Dhar,Ahmedabad,Budget,none,[5],8,24,153,15,250,"[""Street Food"", ""North Indian""]"
U00272,Triya Kumar,Bangalore,Occasional,none,"[2, 3, 5]",15,2,562,3,381,"[""Cafe""]"
U00273,Aadhya Andra,Chennai,Occasional,non-veg,[1],23,4,422,7,347,"[""Mughlai"", ""Chinese""]"
U00274,Bhavna Dugar,Chennai,Occasional,non-veg,[],34,3,358,1,223,"[""Chinese"", ""South Indian"", ""North Indian""]"
U00275,Riya Pai,Chennai,Budget,non-veg,[],8,15,343,46,225,"[""South Indian""]"
U00276,Panini Krishna,Ahmedabad,Budget,non-veg,[1],1,11,258,39,170,"[""Mughlai""]"
U00277,Chasmum Issac,Mumbai,Family,veg,"[4, 6]",6,18,1198,34,540,"[""North Indian"", ""Mughlai"", ""Biryani""]"
U00278,Vasudha Chhabra,Bangalore,Family,veg,[2],8,13,1291,24,1085,"[""Street Food""]"
U00279,Lakshmi Parmer,Delhi,Family,non-veg,"[2, 4, 5]",4,14,1303,18,542,"[""Continental"", ""Mughlai""]"
U00280,Chakrika Bains,Mumbai,Premium,veg,[],6,11,762,31,999,"[""Chinese"", ""North Indian""]"
U00281,Anvi Anand,Bangalore,Budget,non-veg,[],6,16,245,47,165,"[""Cafe""]"
U00282,Watika Mangat,Mumbai,Health,veg,[],2,9,511,10,497,"[""Cafe"", ""Mughlai"", ""Desserts & Bakery""]"
U00283,Indira Kanda,Kolkata,Occasional,non-veg,"[0, 1, 4]",31,4,529,6,339,"[""Chinese""]"
U00284,Zashil Devan,Bangalore,Budget,veg,[],2,29,203,16,191,"[""Italian""]"
U00285,Balveer More,Bangalore,Family,non-veg,[],6,11,613,15,850,"[""Biryani"", ""Street Food""]"
U00286,Bahadurjit Patla,Mumbai,Occasional,none,[],23,2,290,4,346,"[""Italian"", ""Desserts & Bakery"", ""Chinese""]"
U00287,Gautam Merchant,Hyderabad,Occasional,non-veg,[],10,4,490,1,393,"[""Biryani"", ""Street Food""]"
U00288,Ojasvi Gill,Mumbai,Premium,veg,[],6,18,912,21,874,"[""Desserts & Bakery""]"
U00289,Kevin Zacharia,Pune,Occasional,non-veg,[],42,3,367,5,386,"[""Italian"", ""South Indian"", ""Chinese""]"
U00290,Yachana Mahajan,Delhi,Premium,non-veg,"[4, 5]",5,12,782,29,708,"[""Desserts & Bakery""]"
U00291,Aarini Subramaniam,Hyderabad,Occasional,veg,[],10,3,539,3,356,"[""Biryani""]"
U00292,Hamsini Contractor,Jaipur,Premium,veg,[1],4,7,708,11,822,"[""Mughlai"", ""Cafe"", ""Street Food""]"
U00293,Faqid Dhaliwal,Delhi,Occasional,veg,[],23,4,477,2,249,"[""Chinese"", ""Biryani""]"
U00294,Mekhala Pau,Delhi,Family,none,"[0, 1, 4]",1,13,1340,26,753,"[""Chinese""]"
U00295,Megha Atwal,Delhi,Occasional,veg,[],43,3,588,1,373,"[""Mughlai"", ""Street Food""]"
U00296,Jatin Sha,Chennai,Budget,non-veg,[],6,14,266,33,229,"[""North Indian"", ""Street Food""]"
U00297,Adweta Raj,Bangalore,Family,none,[],2,14,828,32,1159,"[""Continental""]"
U00298,Hritik Kaur,Hyderabad,Family,non-veg,[],1,19,1066,13,567,"[""South Indian"", ""North Indian"", ""Street Food""]"
U00299,Aryan Narang,Bangalore,Premium,none,[],2,13,922,10,848,"[""Italian""]"
U00300,Dev Shetty,Mumbai,Premium,non-veg,[1],1,7,742,15,659,"[""Continental""]"
U00301,Nilima Dada,Hyderabad,Occasional,veg,[5],16,4,289,6,311,"[""Chinese""]"
U00302,Chakradev Barad,Mumbai,Budget,none,"[0, 1]",8,21,326,23,197,"[""Chinese""]"
U00303,Waida D’Alia,Mumbai,Health,none,"[0, 3]",10,6,645,16,499,"[""Street Food""]"
U00304,Wahab Yogi,Hyderabad,Occasional,non-veg,"[2, 5]",39,4,324,3,409,"[""North Indian"", ""Biryani"", ""Continental""]"
U00305,Lipika Setty,Mumbai,Occasional,non-veg,[3],28,1,214,2,348,"[""Continental"", ""Street Food""]"
U00306,Oni Dubey,Bangalore,Family,non-veg,[],8,11,876,21,724,"[""Continental""]"
U00307,Hardik Suri,Delhi,Premium,none,[],1,7,771,32,756,"[""South Indian"", ""Chinese""]"
U00308,Ati Bali,Mumbai,Budget,veg,[],4,17,266,39,195,"[""Continental"", ""Street Food"", ""Biryani""]"
U00309,Teerth Sawhney,Bangalore,Premium,non-veg,"[0, 5]",1,10,952,19,817,"[""Continental"", ""Mughlai""]"
U00310,Warinder Patil,Delhi,Family,non-veg,[],2,8,1206,28,520,"[""Desserts & Bakery""]"
U00311,Jhalak Parmer,Mumbai,Budget,veg,[6],9,27,184,43,192,"[""Biryani"", ""Continental"", ""Chinese""]"
U00312,Mitali Majumdar,Ahmedabad,Occasional,none,[],24,4,541,4,405,"[""Cafe"", ""Mughlai""]"
U00313,Jason Sha,Lucknow,Budget,non-veg,"[0, 1]",3,27,314,40,184,"[""Street Food""]"
U00314,Simon Bail,Ahmedabad,Occasional,non-veg,[],35,1,495,6,458,"[""Cafe""]"
U00315,Gauri Kohli,Mumbai,Health,veg,"[1, 4]",6,9,556,18,403,"[""Biryani"", ""Cafe"", ""Continental""]"
U00316,Samesh Biswas,Kolkata,Budget,non-veg,[],1,22,182,43,236,"[""Mughlai"", ""Chinese""]"
U00317,Tarak Kaul,Hyderabad,Budget,non-veg,"[3, 5]",9,27,243,27,221,"[""Cafe"", ""Street Food"", ""Mughlai""]"
U00318,Manbir Agate,Hyderabad,Budget,non-veg,"[3, 6]",2,20,254,47,194,"[""North Indian"", ""Street Food"", ""Mughlai""]"
U00319,Maanav De,Bangalore,Budget,non-veg,"[1, 5]",6,25,310,47,173,"[""Desserts & Bakery""]"
U00320,Owen Choudhary,Hyderabad,Occasional,none,"[2, 6]",12,3,487,3,234,"[""Biryani"", ""Continental""]"
U00321,Karan Aurora,Bangalore,Occasional,non-veg,[],35,3,565,7,392,"[""Continental"", ""Desserts & Bakery""]"
U00322,Wazir Naik,Chennai,Health,non-veg,"[0, 2, 6]",7,9,621,23,431,"[""North Indian"", ""Cafe"", ""Desserts & Bakery""]"
U00323,Owen Lanka,Delhi,Budget,non-veg,[],5,10,349,16,298,"[""Cafe"", ""Biryani""]"
U00324,Jonathan Sama,Mumbai,Occasional,none,[6],41,1,483,2,217,"[""Desserts & Bakery""]"
U00325,Devansh Soni,Delhi,Premium,veg,[],6,6,606,13,503,"[""Continental"", ""North Indian""]"
U00326,Janaki Varghese,Mumbai,Occasional,veg,"[0, 4, 5]",22,4,475,2,428,"[""Chinese"", ""North Indian""]"
U00327,Siya Thakur,Kolkata,Family,veg,"[1, 4]",8,8,1297,23,1137,"[""North Indian"", ""Desserts & Bakery"", ""Biryani""]"
U00328,Caleb Verma,Kolkata,Budget,veg,[],8,18,155,43,168,"[""Mughlai"", ""Chinese""]"
U00329,Tara Balasubramanian,Bangalore,Budget,veg,[5],1,10,244,47,235,"[""North Indian"", ""Biryani""]"
U00330,Varenya Ratti,Hyderabad,Health,vegan,[],13,11,559,24,488,"[""North Indian"", ""Desserts & Bakery""]"
U00331,Hritik Swaminathan,Kolkata,Premium,veg,[],5,14,1013,31,928,"[""Chinese"", ""Continental""]"
U00332,Ethan Buch,Kolkata,Budget,veg,[],8,28,226,40,261,"[""Cafe"", ""Street Food"", ""Continental""]"
U00333,Manbir Bhatti,Pune,Budget,non-veg,[5],6,28,310,41,221,"[""Biryani""]"
U00334,Anvi Nair,Hyderabad,Budget,none,"[0, 1, 6]",2,16,154,46,165,"[""Mughlai"", ""North Indian""]"
U00335,Chaitaly Setty,Hyderabad,Occasional,none,[],27,3,202,2,380,"[""Street Food"", ""Desserts & Bakery""]"
U00336,Hardik Contractor,Mumbai,Occasional,non-veg,[],39,1,435,7,277,"[""North Indian"", ""Cafe"", ""Desserts & Bakery""]"
U00337,Qushi Seth,Jaipur,Occasional,non-veg,"[1, 3]",32,4,514,1,370,"[""Continental"", ""Street Food""]"
U00338,Odika Nori,Mumbai,Occasional,non-veg,[],40,3,207,3,360,"[""Street Food""]"
U00339,Mohini Sagar,Chennai,Premium,veg,[0],2,16,895,32,969,"[""Mughlai"", ""Italian"", ""Biryani""]"
U00340,Dhriti Sane,Chennai,Family,none,[],6,14,1307,22,753,"[""Cafe"", ""Chinese""]"
U00341,Aadhya Prasad,Chennai,Budget,none,[],9,29,272,44,214,"[""Street Food""]"
U00342,Urvi Bhavsar,Kolkata,Budget,veg,"[3, 5, 6]",3,11,176,42,185,"[""Italian"", ""Chinese""]"
U00343,Frederick Chander,Bangalore,Budget,none,[],1,29,209,32,297,"[""South Indian"", ""Chinese""]"
U00344,Gopal Pradhan,Chennai,Budget,none,[],6,29,284,31,241,"[""Street Food"", ""North Indian"", ""Mughlai""]"
U00345,Darpan Narayan,Hyderabad,Health,veg,[],10,5,446,17,454,"[""Desserts & Bakery""]"
U00346,Nirja Pandya,Kolkata,Budget,veg,"[1, 5]",6,24,157,15,179,"[""Italian"", ""Chinese""]"
U00347,Charan Mani,Bangalore,Budget,non-veg,[6],4,29,170,40,192,"[""Biryani"", ""Continental""]"
U00348,Indira Chawla,Hyderabad,Budget,non-veg,[],3,29,164,20,236,"[""Mughlai"", ""Desserts & Bakery""]"
U00349,Mohammed Subramaniam,Delhi,Occasional,none,[],39,4,307,6,283,"[""Chinese"", ""North Indian""]"
U00350,Hritik Palla,Mumbai,Family,non-veg,[2],1,14,786,15,1069,"[""Street Food"", ""Italian"", ""Continental""]"
U00351,Ishwar Mallick,Bangalore,Budget,non-veg,[],2,13,168,24,249,"[""Continental""]"
U00352,Pushti Bal,Kolkata,Budget,veg,[0],7,18,278,23,252,"[""North Indian"", ""Chinese""]"
U00353,Ayush Gole,Delhi,Occasional,veg,"[0, 2]",17,4,406,4,419,"[""Mughlai"", ""North Indian"", ""Street Food""]"
U00354,Dayamai Nori,Ahmedabad,Occasional,non-veg,[],25,1,400,2,369,"[""Mughlai"", ""Street Food"", ""Continental""]"
U00355,Abeer Golla,Hyderabad,Budget,non-veg,"[4, 6]",9,14,208,28,185,"[""Biryani""]"
U00356,Nandini Boase,Bangalore,Premium,non-veg,[],5,18,504,11,890,"[""North Indian"", ""Biryani"", ""Italian""]"
U00357,Azaan Chand,Bangalore,Premium,non-veg,[],1,15,902,13,727,"[""Mughlai"", ""Biryani"", ""Continental""]"
U00358,Krisha Saini,Mumbai,Occasional,none,[0],35,3,318,4,493,"[""Italian"", ""Continental""]"
U00359,Harita Dugar,Kolkata,Occasional,non-veg,[],12,3,244,6,461,"[""Biryani"", ""Chinese"", ""Continental""]"
U00360,Devika Nair,Hyderabad,Family,veg,[],5,15,1251,36,531,"[""Street Food""]"
U00361,Charles Dugal,Bangalore,Budget,veg,[2],2,22,270,37,299,"[""North Indian"", ""Biryani""]"
U00362,Chandran Bumb,Chennai,Budget,veg,"[2, 3, 4]",9,28,156,36,263,"[""North Indian""]"
U00363,Saanvi Samra,Bangalore,Budget,non-veg,[],1,26,320,47,218,"[""Biryani""]"
U00364,Riya Sachdeva,Bangalore,Budget,non-veg,[4],8,13,243,38,213,"[""Cafe""]"
U00365,Tanveer Vala,Bangalore,Family,non-veg,[],4,8,725,31,694,"[""Italian""]"
U00366,Hemani Sani,Pune,Occasional,non-veg,[],28,4,510,1,476,"[""Continental"", ""Biryani"", ""South Indian""]"
U00367,Bhanumati Sur,Lucknow,Occasional,none,[3],12,1,399,3,318,"[""Desserts & Bakery""]"
U00368,Chakradev Kannan,Mumbai,Health,non-veg,[],5,6,520,10,344,"[""Chinese"", ""Biryani""]"
U00369,Christopher Amble,Delhi,Family,non-veg,[],7,10,617,17,1072,"[""Italian""]"
U00370,Charvi Kakar,Delhi,Budget,non-veg,[],3,29,275,36,210,"[""Street Food"", ""South Indian"", ""Desserts & Bakery""]"
U00371,Aadhya Mann,Pune,Occasional,non-veg,"[1, 3, 4]",44,2,256,4,262,"[""Cafe""]"
U00372,Jagdish Amble,Delhi,Budget,veg,[2],4,19,233,21,283,"[""Desserts & Bakery"", ""North Indian"", ""Biryani""]"
U00373,Qushi Gill,Pune,Health,none,[],10,5,679,12,340,"[""Desserts & Bakery"", ""Continental"", ""Chinese""]"
U00374,Lajita Walia,Chennai,Occasional,non-veg,"[0, 1]",10,3,348,1,382,"[""Street Food"", ""Continental""]"
U00375,Xiti Pandya,Ahmedabad,Family,non-veg,[],4,9,682,13,956,"[""Continental"", ""Biryani"", ""Cafe""]"
U00376,Mekhala Basak,Mumbai,Budget,non-veg,[2],7,21,282,34,268,"[""North Indian"", ""Chinese""]"
U00377,Anirudh Sharaf,Mumbai,Premium,veg,[],4,6,523,21,777,"[""North Indian"", ""Italian"", ""Biryani""]"
U00378,Dhriti Sanghvi,Ahmedabad,Occasional,non-veg,[],36,4,466,2,255,"[""South Indian"", ""Desserts & Bakery""]"
U00379,Omisha Mann,Hyderabad,Family,none,"[1, 3, 5]",2,18,1256,31,1109,"[""Italian"", ""Desserts & Bakery""]"
U00380,Nidhi Bail,Jaipur,Health,non-veg,[],4,12,461,22,430,"[""Desserts & Bakery"", ""Italian""]"
U00381,Onveer Sharma,Mumbai,Family,non-veg,[5],6,16,994,27,1176,"[""South Indian"", ""Street Food""]"
U00382,Gaurang Sarkar,Bangalore,Family,none,"[1, 2, 5]",7,19,779,36,934,"[""Biryani"", ""Mughlai"", ""Street Food""]"
U00383,Yagnesh Sarin,Chennai,Family,non-veg,"[0, 5]",1,9,1057,23,1000,"[""North Indian""]"
U00384,Farhan Randhawa,Hyderabad,Budget,non-veg,[],6,28,226,20,173,"[""Italian"", ""South Indian"", ""Chinese""]"
U00385,Harinakshi Kant,Hyderabad,Budget,veg,[],7,22,205,48,217,"[""Cafe"", ""Chinese""]"
U00386,Om Bose,Chennai,Premium,veg,[2],5,16,893,21,582,"[""Street Food"", ""Biryani"", ""Cafe""]"
U00387,Yashvi Hari,Chennai,Health,veg,[],9,10,534,22,390,"[""Italian"", ""Mughlai""]"
U00388,Indali Divan,Ahmedabad,Budget,non-veg,[6],9,14,167,22,232,"[""Chinese""]"
U00389,Harshil Dhingra,Bangalore,Occasional,none,"[2, 4]",40,4,402,7,466,"[""Continental""]"
U00390,Rudra Ghose,Chennai,Family,veg,[],7,18,1140,20,883,"[""Cafe""]"
U00391,Faqid Goel,Mumbai,Budget,non-veg,[5],1,26,343,39,221,"[""Cafe""]"
U00392,Ucchal Sen,Mumbai,Premium,non-veg,"[1, 6]",6,19,882,18,785,"[""Desserts & Bakery""]"
U00393,Diya Dora,Delhi,Premium,none,[],4,10,993,25,644,"[""Biryani"", ""Chinese""]"
U00394,Ekansh Singh,Hyderabad,Family,non-veg,[1],4,9,1293,28,1123,"[""Street Food"", ""Cafe""]"
U00395,Chavvi Maharaj,Mumbai,Premium,veg,[4],3,9,931,28,908,"[""Biryani""]"
U00396,Indira Tripathi,Mumbai,Budget,veg,[6],6,21,313,42,211,"[""Chinese""]"
U00397,Dayita Shenoy,Delhi,Budget,non-veg,"[3, 5, 6]",3,16,338,26,200,"[""Desserts & Bakery""]"
U00398,Baljiwan Bhandari,Bangalore,Budget,non-veg,[],3,14,343,24,181,"[""Desserts & Bakery"", ""Street Food"", ""Biryani""]"
U00399,Bhavini Bose,Kolkata,Budget,veg,[],9,28,216,38,241,"[""Chinese"", ""Desserts & Bakery"", ""Biryani""]"
U00400,Yashica Rajagopalan,Mumbai,Health,vegan,[4],12,9,550,19,309,"[""Mughlai""]"
U00401,Benjamin Sengupta,Kolkata,Budget,non-veg,[2],1,25,178,37,202,"[""Cafe"", ""South Indian""]"
U00402,Ekanta Soni,Hyderabad,Occasional,none,"[0, 3]",20,2,377,4,421,"[""Biryani"", ""South Indian"", ""Desserts & Bakery""]"
U00403,David Seshadri,Bangalore,Family,veg,[],4,18,925,17,1179,"[""South Indian""]"
U00404,Hemal Chad,Delhi,Occasional,veg,[5],18,3,503,4,319,"[""Cafe"", ""Italian"", ""North Indian""]"
U00405,Balveer Kota,Pune,Budget,veg,[0],9,11,318,35,185,"[""Chinese""]"
U00406,Reva Viswanathan,Bangalore,Occasional,none,[],12,4,534,1,447,"[""Cafe""]"
U00407,Januja Pradhan,Bangalore,Budget,non-veg,"[1, 6]",2,26,278,34,211,"[""Street Food"", ""South Indian"", ""Biryani""]"
U00408,Lila Rege,Bangalore,Premium,veg,[],1,15,756,19,880,"[""Continental"", ""South Indian""]"
U00409,Charles Natt,Bangalore,Family,veg,[3],4,14,858,32,1127,"[""Italian"", ""Chinese""]"
U00410,Forum Chandra,Mumbai,Health,veg,[],13,12,410,24,330,"[""Chinese""]"
U00411,Bhanumati Krishnan,Mumbai,Occasional,veg,[2],38,2,381,1,487,"[""Continental""]"
U00412,Gauri Bumb,Lucknow,Occasional,non-veg,[],19,2,476,3,323,"[""Biryani""]"
U00413,Inaya Mukherjee,Hyderabad,Premium,non-veg,[],1,17,680,29,739,"[""Chinese"", ""Continental""]"
U00414,Kai Chad,Bangalore,Budget,veg,[1],9,23,276,16,155,"[""Chinese"", ""Italian"", ""North Indian""]"
U00415,Krisha Narasimhan,Ahmedabad,Budget,none,[],6,29,204,35,270,"[""Chinese"", ""Mughlai""]"
U00416,Girik Sampath,Bangalore,Budget,non-veg,[],9,18,203,49,159,"[""Chinese"", ""Continental"", ""North Indian""]"
U00417,Andrew Patil,Mumbai,Health,vegan,[],6,10,383,23,302,"[""South Indian""]"
U00418,Pranit Kala,Mumbai,Family,non-veg,[],5,8,1456,30,954,"[""Street Food""]"
U00419,Vedika Handa,Delhi,Family,non-veg,[],3,15,1490,38,962,"[""Chinese"", ""North Indian""]"
U00420,Laksh Dubey,Lucknow,Family,veg,[],5,11,1238,23,1087,"[""North Indian""]"
U00421,Chakrika Chaudhuri,Delhi,Occasional,none,[],39,1,292,7,449,"[""Chinese""]"
U00422,Gayathri Deep,Ahmedabad,Health,vegan,[],5,13,497,15,387,"[""Mughlai""]"
U00423,Mitesh Gaba,Hyderabad,Budget,veg,"[0, 2]",7,17,197,40,248,"[""Chinese"", ""South Indian"", ""Mughlai""]"
U00424,Noah Sarma,Delhi,Family,veg,"[1, 3]",3,11,1031,21,1195,"[""Cafe""]"
U00425,Nirja Patla,Mumbai,Premium,veg,[3],4,7,727,27,586,"[""Italian"", ""Continental"", ""Desserts & Bakery""]"
U00426,Sachi Mane,Hyderabad,Family,veg,[6],3,14,1431,18,936,"[""Desserts & Bakery"", ""Street Food"", ""Italian""]"
U00427,Vivaan Walla,Mumbai,Budget,non-veg,[],1,21,304,15,192,"[""Italian"", ""North Indian"", ""Street Food""]"
U00428,Dayamai Singh,Mumbai,Premium,none,[2],2,8,585,13,837,"[""Chinese"", ""Continental""]"
U00429,Jhalak Sastry,Mumbai,Budget,non-veg,[],6,17,161,34,232,"[""North Indian""]"
U00430,Baghyawati Raja,Mumbai,Family,veg,"[2, 6]",7,13,918,22,839,"[""Desserts & Bakery""]"
U00431,Neel Iyengar,Chennai,Occasional,non-veg,[],22,4,517,1,361,"[""Mughlai""]"
U00432,Zashil Ben,Mumbai,Occasional,veg,"[4, 5, 6]",33,4,402,1,366,"[""South Indian""]"
U00433,Kamya Chauhan,Kolkata,Occasional,non-veg,[],32,2,465,3,296,"[""Continental"", ""Italian"", ""Desserts & Bakery""]"
U00434,Bhavani Chacko,Pune,Premium,non-veg,[],2,6,587,14,753,"[""South Indian""]"
U00435,Anjali Sengupta,Bangalore,Budget,veg,[],3,22,337,17,298,"[""Mughlai""]"
U00436,Rajeshri Chand,Hyderabad,Family,non-veg,[0],4,18,606,16,1044,"[""Continental""]"
U00437,Shravya Palla,Hyderabad,Premium,none,[2],4,19,601,11,761,"[""Biryani""]"
U00438,Oeshi Bera,Delhi,Health,veg,"[2, 5]",2,13,552,11,404,"[""North Indian""]"
U00439,Yadavi Prakash,Delhi,Premium,non-veg,[],5,18,930,32,900,"[""Chinese""]"
U00440,Libni Bumb,Pune,Budget,none,[5],5,17,170,42,223,"[""North Indian"", ""Desserts & Bakery"", ""Cafe""]"
U00441,Udarsh Bala,Bangalore,Occasional,non-veg,[],15,4,481,6,446,"[""Biryani"", ""Cafe""]"
U00442,Hardik Nayak,Delhi,Budget,non-veg,"[0, 1, 5]",5,18,255,29,236,"[""Biryani"", ""Mughlai"", ""Cafe""]"
U00443,Laksh Barad,Kolkata,Budget,none,[3],6,11,329,23,219,"[""Mughlai"", ""Desserts & Bakery""]"
U00444,Urmi Dewan,Hyderabad,Occasional,veg,"[1, 2, 3]",31,1,503,4,380,"[""South Indian""]"
U00445,Saumya Ahluwalia,Mumbai,Health,veg,[5],2,11,697,18,525,"[""Italian""]"
U00446,Anirudh Kunda,Hyderabad,Premium,non-veg,"[2, 4, 5]",3,6,1097,20,721,"[""Italian"", ""Chinese"", ""South Indian""]"
U00447,Mason Wable,Delhi,Budget,veg,[],8,22,202,16,155,"[""South Indian""]"
U00448,Indrajit Mani,Pune,Budget,non-veg,"[0, 2, 5]",2,15,268,15,199,"[""Desserts & Bakery"", ""North Indian""]"
U00449,Charvi Dara,Hyderabad,Occasional,veg,[2],44,4,229,1,338,"[""Chinese"", ""Street Food"", ""North Indian""]"
U00450,William Saini,Delhi,Occasional,non-veg,[],20,4,419,1,296,"[""Desserts & Bakery"", ""Italian"", ""Biryani""]"
U00451,Dev Choudhry,Pune,Occasional,veg,"[1, 4, 5]",21,1,352,4,415,"[""North Indian"", ""Italian""]"
U00452,Amol Varma,Delhi,Occasional,veg,[],18,4,466,6,314,"[""Desserts & Bakery"", ""Continental"", ""Chinese""]"
U00453,Maanas Manne,Delhi,Budget,veg,"[1, 3]",7,26,327,43,205,"[""Biryani"", ""South Indian""]"
U00454,Aarav Pandit,Mumbai,Premium,veg,[],1,17,658,30,718,"[""Desserts & Bakery"", ""Italian"", ""Chinese""]"
U00455,Omaja Grover,Kolkata,Premium,veg,"[1, 3]",3,5,1041,17,504,"[""South Indian"", ""Cafe"", ""Desserts & Bakery""]"
U00456,Jalsa Bir,Lucknow,Family,non-veg,"[2, 4, 5]",6,16,868,32,571,"[""Desserts & Bakery"", ""Continental"", ""Mughlai""]"
U00457,Madhavi Singhal,Delhi,Occasional,veg,[3],40,3,236,3,273,"[""Biryani"", ""North Indian""]"
U00458,Lila Prakash,Delhi,Budget,veg,[5],7,23,214,33,283,"[""South Indian"", ""Street Food"", ""Italian""]"
U00459,Amol Parikh,Mumbai,Family,veg,"[3, 4, 6]",7,15,954,39,523,"[""North Indian""]"
U00460,Hemani Khosla,Chennai,Occasional,veg,[6],16,1,464,2,296,"[""Desserts & Bakery"", ""Chinese""]"
